text,entity_types,entities_json
"Nous proposons charpente 100m², matériau tuiles, avec aération","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Charpente"", ""MATERIAU"": ""Tuiles"", ""SURFACE"": ""100m\u00b2"", ""ACTIVITE_SPECIALE"": ""A\u00e9ration""}"
"béton poli pour démolition (440m2), traitement humidité requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""MATERIAU"": ""B\u00e9ton Poli"", ""SURFACE"": ""440m2"", ""ACTIVITE_SPECIALE"": ""Traitement Humidit\u00e9""}"
électricité 150 m² fibre de verre,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""MATERIAU"": ""Fibre De Verre"", ""SURFACE"": ""150 m\u00b2""}"
"toiture 20 m², durée 3 mois","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Toiture"", ""SURFACE"": ""20 m\u00b2"", ""DUREE_ESTIMEE"": ""3 Mois""}"
"fenêtres 60 m2, durée 2 semaines","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""SURFACE"": ""60 m2"", ""DUREE_ESTIMEE"": ""2 Semaines""}"
"excavation 400 m2 pierre, isolation thermique, budget 15000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Excavation"", ""MATERIAU"": ""Pierre"", ""SURFACE"": ""400 m2"", ""ACTIVITE_SPECIALE"": ""Isolation Thermique"", ""BUDGET"": ""15000\u20ac""}"
"Nous proposons escalier 80m², matériau brique, avec protection contre la corrosion","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Escalier"", ""MATERIAU"": ""Brique"", ""SURFACE"": ""80m\u00b2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion""}"
"isolation 380m² en tuiles, incluant protection contre la corrosion, budget 5000€, équipe 1 personne","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Isolation"", ""MATERIAU"": ""Tuiles"", ""SURFACE"": ""380m\u00b2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion"", ""BUDGET"": ""5000\u20ac"", ""NB_OUVRIERS"": ""1 personne""}"
"charpente 350 m² en carrelage, incluant désamiantage, budget 55000€, équipe 4 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Charpente"", ""MATERIAU"": ""Carrelage"", ""SURFACE"": ""350 m\u00b2"", ""ACTIVITE_SPECIALE"": ""D\u00e9samiantage"", ""BUDGET"": ""55000\u20ac"", ""NB_OUVRIERS"": ""4 personnes""}"
"menuiserie 90m², durée 3 semaines","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""SURFACE"": ""90m\u00b2"", ""DUREE_ESTIMEE"": ""3 Semaines""}"
"revêtement : 320m2 en tôle, coût estimé 90000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Rev\u00eatement"", ""MATERIAU"": ""T\u00f4le"", ""SURFACE"": ""320m2"", ""BUDGET"": ""90000 euros""}"
"Nous proposons fenêtres 490m², matériau bitume, avec chauffage","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""490m\u00b2"", ""ACTIVITE_SPECIALE"": ""Chauffage""}"
"isolation 220 m², ventilation","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Isolation"", ""SURFACE"": ""220 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Ventilation""}"
électricité 130m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""SURFACE"": ""130m2""}"
"isolation 350m2, durée 2 semaines","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Isolation"", ""SURFACE"": ""350m2"", ""DUREE_ESTIMEE"": ""2 Semaines""}"
peinture 480m2 brique,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Brique"", ""SURFACE"": ""480m2""}"
"revêtement 270 m2 pvc, équipe de 5 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Rev\u00eatement"", ""MATERIAU"": ""Pvc"", ""SURFACE"": ""270 m2"", ""NB_OUVRIERS"": ""5 personnes""}"
"démolition : 370m2 en pierre, coût estimé 45000€","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""MATERIAU"": ""Pierre"", ""SURFACE"": ""370m2"", ""BUDGET"": ""45000\u20ac""}"
"électricité 300m2, protection contre la corrosion","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""SURFACE"": ""300m2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion""}"
"béton 480 m², protection contre la corrosion","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""SURFACE"": ""480 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion""}"
"excavation 290m² aluminium, équipe de petit groupe","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Excavation"", ""MATERIAU"": ""Aluminium"", ""SURFACE"": ""290m\u00b2"", ""NB_OUVRIERS"": ""petit groupe""}"
"toiture 460 m² en tuiles, incluant étanchéité, budget 40000€, équipe 3 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Toiture"", ""MATERIAU"": ""Tuiles"", ""SURFACE"": ""460 m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9"", ""BUDGET"": ""40000\u20ac"", ""NB_OUVRIERS"": ""3 personnes""}"
"maçonnerie 430 m² fibre de verre, isolation thermique, budget 25000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Ma\u00e7onnerie"", ""MATERIAU"": ""Fibre De Verre"", ""SURFACE"": ""430 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Thermique"", ""BUDGET"": ""25000\u20ac""}"
"parquet pour cloison (50m²), climatisation requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Cloison"", ""MATERIAU"": ""Parquet"", ""SURFACE"": ""50m\u00b2"", ""ACTIVITE_SPECIALE"": ""Climatisation""}"
"fenêtres 450 m2 en plâtre, incluant désamiantage, budget 20000 euros, équipe équipe de 5","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""MATERIAU"": ""Pl\u00e2tre"", ""SURFACE"": ""450 m2"", ""ACTIVITE_SPECIALE"": ""D\u00e9samiantage"", ""BUDGET"": ""20000 euros"", ""NB_OUVRIERS"": ""\u00e9quipe de 5""}"
"Nous proposons peinture 270 m², matériau parquet, avec isolation acoustique","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Parquet"", ""SURFACE"": ""270 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Acoustique""}"
"carrelage pour façade (420 m2), climatisation requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Fa\u00e7ade"", ""MATERIAU"": ""Carrelage"", ""SURFACE"": ""420 m2"", ""ACTIVITE_SPECIALE"": ""Climatisation""}"
escalier 130m² carrelage,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Escalier"", ""MATERIAU"": ""Carrelage"", ""SURFACE"": ""130m\u00b2""}"
"Nous proposons menuiserie 390 m2, matériau gypse, avec conformité handicap","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Gypse"", ""SURFACE"": ""390 m2"", ""ACTIVITE_SPECIALE"": ""Conformit\u00e9 Handicap""}"
façade 310m2 brique,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Fa\u00e7ade"", ""MATERIAU"": ""Brique"", ""SURFACE"": ""310m2""}"
"cloison 100 m2, durée 2 mois","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Cloison"", ""SURFACE"": ""100 m2"", ""DUREE_ESTIMEE"": ""2 Mois""}"
"démolition 160 m2, durée 2 mois","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""SURFACE"": ""160 m2"", ""DUREE_ESTIMEE"": ""2 Mois""}"
"façade 180 m2, durée 3 mois","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Fa\u00e7ade"", ""SURFACE"": ""180 m2"", ""DUREE_ESTIMEE"": ""3 Mois""}"
menuiserie 150m²,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""SURFACE"": ""150m\u00b2""}"
"chauffage 480 m2, ventilation","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Chauffage"", ""SURFACE"": ""480 m2"", ""ACTIVITE_SPECIALE"": ""Ventilation""}"
"Nous proposons menuiserie 60 m2, matériau parquet, avec conformité handicap","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Parquet"", ""SURFACE"": ""60 m2"", ""ACTIVITE_SPECIALE"": ""Conformit\u00e9 Handicap""}"
"façade 390m² en cuivre, incluant isolation thermique, budget 55000 euros, équipe petit groupe","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Fa\u00e7ade"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""390m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Thermique"", ""BUDGET"": ""55000 euros"", ""NB_OUVRIERS"": ""petit groupe""}"
"peinture 170 m² gypse, isolation acoustique, budget 75000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Gypse"", ""SURFACE"": ""170 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Acoustique"", ""BUDGET"": ""75000\u20ac""}"
"fenêtres 160 m², étanchéité","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""SURFACE"": ""160 m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9""}"
"toiture : 260m² en ardoise, coût estimé 50000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Toiture"", ""MATERIAU"": ""Ardoise"", ""SURFACE"": ""260m\u00b2"", ""BUDGET"": ""50000 euros""}"
gutter 220 m2 cuivre,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Gutter"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""220 m2""}"
"béton 250 m² cuivre, équipe de 1 personne","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""250 m\u00b2"", ""NB_OUVRIERS"": ""1 personne""}"
"plomberie 440m2 en cuivre, incluant désamiantage, budget 35000 euros, équipe petit groupe","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Plomberie"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""440m2"", ""ACTIVITE_SPECIALE"": ""D\u00e9samiantage"", ""BUDGET"": ""35000 euros"", ""NB_OUVRIERS"": ""petit groupe""}"
"plomberie 470 m², durée 10 jours","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Plomberie"", ""SURFACE"": ""470 m\u00b2"", ""DUREE_ESTIMEE"": ""10 Jours""}"
"gutter 270m², protection contre la corrosion","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Gutter"", ""SURFACE"": ""270m\u00b2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion""}"
"cloison 440 m2, sécurité incendie","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Cloison"", ""SURFACE"": ""440 m2"", ""ACTIVITE_SPECIALE"": ""S\u00e9curit\u00e9 Incendie""}"
"menuiserie : 340m2 en cuivre, coût estimé 80000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""340m2"", ""BUDGET"": ""80000 euros""}"
"carrelage pour piscine (190 m2), étanchéité requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""Carrelage"", ""SURFACE"": ""190 m2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9""}"
"excavation 250 m², climatisation","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Excavation"", ""SURFACE"": ""250 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Climatisation""}"
"menuiserie 250m2, durée 5 jours","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""SURFACE"": ""250m2"", ""DUREE_ESTIMEE"": ""5 Jours""}"
peinture 430 m² bitume,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""430 m\u00b2""}"
"revêtement 230 m2 béton, conformité handicap, budget 60000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Rev\u00eatement"", ""MATERIAU"": ""B\u00e9ton"", ""SURFACE"": ""230 m2"", ""ACTIVITE_SPECIALE"": ""Conformit\u00e9 Handicap"", ""BUDGET"": ""60000\u20ac""}"
"chauffage 220 m2 brique, éclairage led, budget 30000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Chauffage"", ""MATERIAU"": ""Brique"", ""SURFACE"": ""220 m2"", ""ACTIVITE_SPECIALE"": ""\u00c9clairage Led"", ""BUDGET"": ""30000\u20ac""}"
"Nous proposons toiture 310m2, matériau plâtre, avec décontamination","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Toiture"", ""MATERIAU"": ""Pl\u00e2tre"", ""SURFACE"": ""310m2"", ""ACTIVITE_SPECIALE"": ""D\u00e9contamination""}"
"gutter 180 m2 cuivre, équipe de équipe de 3","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Gutter"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""180 m2"", ""NB_OUVRIERS"": ""\u00e9quipe de 3""}"
"plomberie 80 m2 ardoise, équipe de grande équipe","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Plomberie"", ""MATERIAU"": ""Ardoise"", ""SURFACE"": ""80 m2"", ""NB_OUVRIERS"": ""grande \u00e9quipe""}"
"chauffage : 180 m2 en pierre, coût estimé 55000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Chauffage"", ""MATERIAU"": ""Pierre"", ""SURFACE"": ""180 m2"", ""BUDGET"": ""55000 euros""}"
fenêtres 460m² béton,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""MATERIAU"": ""B\u00e9ton"", ""SURFACE"": ""460m\u00b2""}"
"Nous proposons plomberie 320 m2, matériau carrelage, avec mise aux normes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Plomberie"", ""MATERIAU"": ""Carrelage"", ""SURFACE"": ""320 m2"", ""ACTIVITE_SPECIALE"": ""Mise Aux Normes""}"
"démolition 340m², durée 1 mois","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""SURFACE"": ""340m\u00b2"", ""DUREE_ESTIMEE"": ""1 Mois""}"
"charpente 130 m² en carrelage, incluant isolation acoustique, budget 75000€, équipe équipe de 3","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Charpente"", ""MATERIAU"": ""Carrelage"", ""SURFACE"": ""130 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Acoustique"", ""BUDGET"": ""75000\u20ac"", ""NB_OUVRIERS"": ""\u00e9quipe de 3""}"
"plomberie 250 m², aération","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Plomberie"", ""SURFACE"": ""250 m\u00b2"", ""ACTIVITE_SPECIALE"": ""A\u00e9ration""}"
"charpente 360m² aluminium, aération, budget 85000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Charpente"", ""MATERIAU"": ""Aluminium"", ""SURFACE"": ""360m\u00b2"", ""ACTIVITE_SPECIALE"": ""A\u00e9ration"", ""BUDGET"": ""85000\u20ac""}"
"Nous proposons carrelage 220 m², matériau fibre de verre, avec isolation thermique","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Carrelage"", ""MATERIAU"": ""Fibre De Verre"", ""SURFACE"": ""220 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Thermique""}"
"fenêtres 300 m² bois, équipe de 3 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""MATERIAU"": ""Bois"", ""SURFACE"": ""300 m\u00b2"", ""NB_OUVRIERS"": ""3 personnes""}"
"béton 180 m², sécurité incendie","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""SURFACE"": ""180 m\u00b2"", ""ACTIVITE_SPECIALE"": ""S\u00e9curit\u00e9 Incendie""}"
"démolition : 240m2 en inox, coût estimé 50000€","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""MATERIAU"": ""Inox"", ""SURFACE"": ""240m2"", ""BUDGET"": ""50000\u20ac""}"
"parquet pour électricité (100m²), désamiantage requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""MATERIAU"": ""Parquet"", ""SURFACE"": ""100m\u00b2"", ""ACTIVITE_SPECIALE"": ""D\u00e9samiantage""}"
"charpente 450m² plâtre, équipe de équipe de 3","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Charpente"", ""MATERIAU"": ""Pl\u00e2tre"", ""SURFACE"": ""450m\u00b2"", ""NB_OUVRIERS"": ""\u00e9quipe de 3""}"
"isolation 330 m2 aluminium, étanchéité, budget 30000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Isolation"", ""MATERIAU"": ""Aluminium"", ""SURFACE"": ""330 m2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9"", ""BUDGET"": ""30000\u20ac""}"
"piscine 130m2, mise aux normes","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Piscine"", ""SURFACE"": ""130m2"", ""ACTIVITE_SPECIALE"": ""Mise Aux Normes""}"
"excavation 150m2 plâtre, équipe de grande équipe","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Excavation"", ""MATERIAU"": ""Pl\u00e2tre"", ""SURFACE"": ""150m2"", ""NB_OUVRIERS"": ""grande \u00e9quipe""}"
"pvc pour toiture (290 m2), décontamination requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Toiture"", ""MATERIAU"": ""Pvc"", ""SURFACE"": ""290 m2"", ""ACTIVITE_SPECIALE"": ""D\u00e9contamination""}"
"piscine 350 m² cuivre, isolation thermique, budget 70000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""350 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Thermique"", ""BUDGET"": ""70000\u20ac""}"
"gutter 110m², durée 5 jours ouvrables","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Gutter"", ""SURFACE"": ""110m\u00b2"", ""DUREE_ESTIMEE"": ""5 Jours Ouvrables""}"
"gutter 430 m2 zinc, décontamination, budget 15000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Gutter"", ""MATERIAU"": ""Zinc"", ""SURFACE"": ""430 m2"", ""ACTIVITE_SPECIALE"": ""D\u00e9contamination"", ""BUDGET"": ""15000 euros""}"
"excavation 390 m2 parquet, décontamination, budget 50000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Excavation"", ""MATERIAU"": ""Parquet"", ""SURFACE"": ""390 m2"", ""ACTIVITE_SPECIALE"": ""D\u00e9contamination"", ""BUDGET"": ""50000\u20ac""}"
"tuiles pour démolition (250m2), conformité handicap requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""MATERIAU"": ""Tuiles"", ""SURFACE"": ""250m2"", ""ACTIVITE_SPECIALE"": ""Conformit\u00e9 Handicap""}"
excavation 160m2 bitume,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Excavation"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""160m2""}"
"béton 470 m2 bitume, équipe de équipe de 5","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""470 m2"", ""NB_OUVRIERS"": ""\u00e9quipe de 5""}"
"piscine 470m2 en brique, incluant isolation acoustique, budget 20000€, équipe 6 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""Brique"", ""SURFACE"": ""470m2"", ""ACTIVITE_SPECIALE"": ""Isolation Acoustique"", ""BUDGET"": ""20000\u20ac"", ""NB_OUVRIERS"": ""6 personnes""}"
escalier 190 m²,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Escalier"", ""SURFACE"": ""190 m\u00b2""}"
"peinture 350 m2 pvc, isolation thermique, budget 65000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Pvc"", ""SURFACE"": ""350 m2"", ""ACTIVITE_SPECIALE"": ""Isolation Thermique"", ""BUDGET"": ""65000 euros""}"
"Nous proposons revêtement 420 m², matériau tuiles, avec climatisation","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Rev\u00eatement"", ""MATERIAU"": ""Tuiles"", ""SURFACE"": ""420 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Climatisation""}"
"charpente : 120 m2 en aluminium, coût estimé 10000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Charpente"", ""MATERIAU"": ""Aluminium"", ""SURFACE"": ""120 m2"", ""BUDGET"": ""10000 euros""}"
chauffage 460 m2 inox,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Chauffage"", ""MATERIAU"": ""Inox"", ""SURFACE"": ""460 m2""}"
peinture 100m² plâtre,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Pl\u00e2tre"", ""SURFACE"": ""100m\u00b2""}"
"Nous proposons gutter 70 m², matériau bois, avec sécurité incendie","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Gutter"", ""MATERIAU"": ""Bois"", ""SURFACE"": ""70 m\u00b2"", ""ACTIVITE_SPECIALE"": ""S\u00e9curit\u00e9 Incendie""}"
"carrelage : 330m2 en carrelage, coût estimé 80000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Carrelage"", ""MATERIAU"": ""Carrelage"", ""SURFACE"": ""330m2"", ""BUDGET"": ""80000 euros""}"
"béton 310 m2 pierre, équipe de petit groupe","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""MATERIAU"": ""Pierre"", ""SURFACE"": ""310 m2"", ""NB_OUVRIERS"": ""petit groupe""}"
